md5id,date,stationid,aqi,so2,so2_24h,no2,no2_24h,co,co_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h
00043c2c31e12f4c16f1e5380b77740b,"2016-01-29 19:00",b12557c5f8c2ec9ea1cef67c908c6bdb,63.0,45.0,50.0,32.0,49.0,1.234,1.746,49.0,61.0,56.0,56.0,76.0,127.0,28.0,87.0
00043c921d025b7cf638b4af5d5bea4e,"2014-02-18 23:00",698021aef2993f71189e2f161a19fc61,139.0,37.0,NULL,39.0,NULL,0.885,NULL,54.0,NULL,35.125,NULL,155.0,NULL,106.0,NULL
00043d2fe2bcb491424d1a86ac0d486b,"2016-02-21 12:00",543ff43d778c7575bd87c5dd0e461fec,74.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
000443aefb44ef2deeb81fa4301c095b,"2015-12-31 02:00",099b5969900a12c3ddf4e3fa0d2b3bfd,127.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
000443f69dd76eff10d76aa75076a584,"2015-01-19 14:00",87616a32adc20f54c3233d3e5823078c,48.0,19.8,NULL,29.9,NULL,0.7,NULL,57.4,NULL,NULL,NULL,55.4,47.9,NULL,19.4
000444758d27afc0ef01a8187e39a4aa,"2014-11-23 00:00",b7f3b18d6fc1453b6ba81e7b778905fd,88.0,67.0,67.0,59.0,53.0,1.821,1.188,8.0,53.0,17.0,44.0,126.0,127.0,65.0,57.0
000446580e1453a2a0b760a3e6d361f6,"2015-11-02 09:00",c4c88014151f989b7477efd710b3b9d5,103.0,71.0,72.0,103.0,108.0,2.507,1.858,6.0,8.0,5.0,6.0,120.0,177.0,77.0,127.0
000447440f2beb5ce339a34a0ba73ace,"2016-01-17 06:00",a8b75f067feaaffaa472680de360ba4f,138.0,43.0,46.0,57.0,68.0,1.576,1.991,1.0,8.0,1.0,5.0,178.0,225.0,105.0,163.0
00044e690f8894d2fffbaad5d57c6994,"2015-11-17 08:00",7caee61a251588045401c9a95a288519,26.0,17.0,23.0,17.0,37.0,0.482,1.317,43.0,55.0,51.0,53.0,26.0,78.0,16.0,39.0
000453b618bbf2ee43e1ec04dec5c86b,"2013-05-09 19:00",12be0ec7f2c873f2f0bf8654e512a54c,219.0,28.0,NULL,41.0,NULL,1.314,NULL,3.0,NULL,43.625,NULL,247.0,NULL,169.0,NULL
000457e409c343890229fa97f7027c91,"2016-03-07 05:00",17610109e5c4852b9c4b2bbc54f25a8b,158.0,75.0,105.0,110.0,82.0,2.018,2.229,4.0,95.0,5.0,66.0,245.0,268.0,120.0,117.0
00045dd74d733cbc53b07429d7466843,"2016-03-10 05:00",5000b2354aa324051bdf43d611e7f805,29.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,0.0,0.0
00045fb2e4ed173e24f95fe8957779f1,"2016-02-09 19:00",eb982b7709201f5d22cc0be0a9821269,198.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
0004621a9d1356d1975333b62f3568e5,"2014-02-23 02:00",1868e743178743db4ce73e3199efd516,339.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331.0,NULL,289.0
0004641c81fa9b1fd2fa0a752bc23d3d,"2016-03-03 18:00",3d883d50a3e180f3b20d258f798015d8,111.0,0.019,NULL,0.031,NULL,0.751,NULL,0.055,NULL,0.05,NULL,0.171,0.146,0.031,0.063
000465de7e626508fcfb827f066baadf,"2016-02-21 01:00",599f0ef86870527c79a7a666868a8f5a,0.0,32.0,NULL,72.0,NULL,1.8,NULL,9.0,NULL,NULL,NULL,117.0,49.4545454545455,58.0,24.44
0004660cd183bf1cc2510cb932bb1dd4,"2015-12-09 13:00",db92088e611d3c13f5fb682a343e4302,500.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
00046ea0b7a2a76a2f1e8922506968b6,"2013-06-11 11:00",26b2488971e138ca72890601583f1791,115.0,22.0,NULL,18.0,NULL,0.859,NULL,73.0,NULL,85.5,NULL,123.0,NULL,87.0,NULL
00046fe727f29260fa1fbf3a039446fb,"2016-03-12 03:00",7965d2956f6ddbec828d93a5164cd351,65.0,14.0,NULL,42.0,NULL,1.5,NULL,2.0,NULL,46.0,NULL,148.0,79.0,100.0,40.0
00047563869bfcdffe44950b5226fd32,"2015-05-24 22:00",62f2b6f468c40c07fb9f7690a2c9eed3,142.0,15.0,NULL,55.3,NULL,1.3,NULL,128.0,NULL,NULL,NULL,141.2,165.7,NULL,108.6
000479d749525eae44e11bf5cf2f4b2d,"2013-06-08 13:00",37b387025089f4056b6903bc9b5cf377,187.0,19.0,NULL,30.0,NULL,0.995,NULL,68.0,NULL,31.0,NULL,201.0,NULL,141.0,NULL
00048152343623ba8e3d82790a636207,"2015-07-05 22:00",bf975a66ccf34deeb828c9f5dd8e7492,60.0,13.0,16.0,23.0,27.0,0.792,1.214,82.0,229.0,168.0,187.0,70.0,84.0,28.0,43.0
0004873286da4ffae266abbd4280aaa1,"2014-04-12 00:00",b12557c5f8c2ec9ea1cef67c908c6bdb,120.0,54.0,NULL,0.0,NULL,2.171,NULL,19.0,NULL,36.875,NULL,162.0,NULL,91.0,NULL
0004891692794bc0fd85980f62875137,"2016-02-27 23:00",5e86a8ed0ce35b9df2191b49795a0009,45.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
0004951dbe2465ef859c5d01d41a4680,"2015-07-21 22:00",1868e743178743db4ce73e3199efd516,126.0,2.0,NULL,11.0,NULL,0.6,NULL,101.0,NULL,NULL,NULL,NULL,NULL,NULL,95.0
000499b6f8f4c01a01c29b2e8e723f13,"2014-09-12 08:00",c4c88014151f989b7477efd710b3b9d5,46.0,3.0,48.0,24.0,34.0,1.042,1.407,81.0,112.0,80.0,89.0,0.0,146.0,32.0,83.0
00049d2f7b44f3b89e0852b41595e0a0,"2015-10-02 22:00",1507ba8a453b6a988dd0d7b77619b0e1,67.0,4.0,NULL,67.0,NULL,0.4,NULL,2.0,NULL,NULL,NULL,267.0,84.0,NULL,19.0
0004a055bcf57de1ca9f566475adf738,"2013-04-03 07:00",b7f3b18d6fc1453b6ba81e7b778905fd,110.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,5.0,NULL,0.0,NULL,0.0,NULL
0004a14af306c924bfd0e893d340f0bb,"2013-02-18 00:00",851c98905deea0a41371a95a658d97c5,240.0,23.0,NULL,42.0,NULL,1.264,NULL,56.0,NULL,19.75,NULL,0.0,NULL,75.0,NULL
0004a2bd891e72f172903c58878566f7,"2013-07-27 17:00",4b3d64db14b9b3da3e00ca4ca28c44c5,105.0,3.0,NULL,15.0,NULL,2.6,NULL,10.0,NULL,18.0,NULL,83.0,NULL,79.0,NULL
0004a2c30879a3b7baabe559d274b537,"2015-01-07 05:00",62f2b6f468c40c07fb9f7690a2c9eed3,82.0,19.4,NULL,66.0,NULL,0.9,NULL,5.2,NULL,NULL,NULL,NULL,97.0,NULL,60.6
0004a51f2d3ec8fae65c36a480c35ca8,"2015-06-13 00:00",0fae043cb0fb034e665d92cfdbf0d134,63.0,16.0,15.0,81.0,34.0,0.681,0.55,14.0,123.0,60.0,109.0,76.0,53.0,19.0,16.0
0004a621fb29b7b49693ae453fc7f38f,"2015-09-30 23:00",16050940a9a160a54b070e6f0f85fe4e,54.0,10.0,9.0,50.0,36.0,1.0,1.091,0.0,43.0,8.0,25.0,58.0,49.0,19.0,16.0
0004adc206ce857fbe1f083263f51e54,"2014-03-19 11:00",667b620c3d7d69e8f65c19cb376219da,83.0,31.0,NULL,30.0,NULL,0.885,NULL,46.0,NULL,48.0,NULL,115.0,NULL,58.0,NULL
0004ae9ecbecaf512731c2f5573f2fff,"2014-01-27 02:00",9d8782ee880858f4051c550c906feb00,127.0,125.0,NULL,80.0,NULL,4.484,NULL,9.0,NULL,22.875,NULL,120.0,NULL,96.0,NULL
0004b033f340d0e1cb5cba4c3bfbc0ab,"2014-10-01 16:00",a2fedaa87ebd1d14586112480f4f49f8,159.0,37.0,50.0,46.0,39.0,2.136,1.912,58.0,83.0,61.0,61.0,177.0,83.0,121.0,47.0
0004b9c3283ebb6c5b4ffb2f1bb480f1,"2015-11-01 08:00",1507ba8a453b6a988dd0d7b77619b0e1,90.0,19.0,NULL,36.0,NULL,1.9,NULL,2.0,NULL,NULL,NULL,142.0,126.0,NULL,55.0
0004ba02ca531a1840e82ae6a5d6b973,"2015-04-24 09:00",1507ba8a453b6a988dd0d7b77619b0e1,84.0,5.9,NULL,46.0,NULL,0.7,NULL,23.4,NULL,NULL,NULL,83.9,116.7,NULL,49.7
0004c718f7dcbf7ef1e554eb9f674d60,"2014-09-29 10:00",ea9531ec8ed0593c322df9c227c5c9fb,97.0,7.6,NULL,NULL,NULL,1.2,NULL,28.2,NULL,NULL,NULL,100.6,122.5,NULL,72.4
0004d12cb10f43f45850084509ca47c2,"2014-10-13 06:00",8d894243c865e3023297a67537dd52c9,26.0,6.7,NULL,50.7,NULL,0.4,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL,8.5
0004dd5fc23c5175607e85833d04dfdf,"2014-08-28 15:00",8d894243c865e3023297a67537dd52c9,82.0,8.2,NULL,12.4,NULL,0.5,NULL,114.0,NULL,NULL,NULL,NULL,NULL,NULL,60.3
0004e6bb006c9dc70fea551705a2aa43,"2015-12-26 08:00",ba0808e67516a08ddb866d9093f4dc7a,0.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
0004e9e7b0e5f3d4710666d45a18a9e0,"2014-03-03 23:00",4c56a4a8cde4881df87aff5e55781870,500.0,46.0,NULL,59.0,NULL,3.181,NULL,3.0,NULL,4.0,NULL,648.0,NULL,414.0,NULL
0004eb78f6f3281e1fe854e79be812bc,"2016-02-21 05:00",08c4499bbca28f67337e7688595e61c2,51.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
0004eb92fdd096e9414e96ad56b997eb,"2013-09-15 19:00",1b519ba13e08483e3bc23d82dd5992cf,53.0,38.0,NULL,78.0,NULL,1.309,NULL,45.0,NULL,50.5,NULL,56.0,NULL,23.0,NULL
0004ebfe1b8a16dd09b4561609755392,"2015-08-29 02:00",aba4d3716a55947504621bf7fdf78a40,43.0,8.0,7.0,23.0,14.0,0.378,0.271,15.0,104.0,31.0,87.0,43.0,46.0,26.0,25.0
00050c4f1857dbd002e89c83e45119e8,"2013-12-10 08:00",3f38a2c02555af5cbf64ec172664a777,24.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.0,20.0,NULL,17.0
000510705777731f173aec3ec7673071,"2014-02-22 09:00",3f38a2c02555af5cbf64ec172664a777,303.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,314.0,298.0,NULL,253.0
000515df1d82e3ee17fc4bb1f80f8549,"2014-05-05 18:00",a93c89123a065e4da9f4e5223e816c8f,68.0,21.0,34.0,16.0,51.0,0.325,0.562,51.0,51.0,47.0,54.0,86.0,87.0,13.0,33.0
00051623213c340a3e6059f3cd4b9360,"2015-09-17 13:00",c4c88014151f989b7477efd710b3b9d5,175.0,14.0,11.0,30.0,78.0,1.619,1.364,188.0,199.0,57.0,174.0,212.0,245.0,132.0,151.0
00052851aa3cb61a3a810a80ef196e34,"2015-06-15 10:00",b12557c5f8c2ec9ea1cef67c908c6bdb,180.0,38.0,16.0,78.0,46.0,1.072,0.675,71.0,193.0,32.0,182.0,282.0,150.0,136.0,56.0
00052a061c2663827591768f81175997,"2015-02-18 22:00",0f8bcfb9c27fe275dc276c3b65ce96e3,102.0,53.0,28.0,35.0,36.0,0.933,1.048,44.0,101.0,69.0,90.0,120.0,64.0,76.0,35.0
00052ee1b48a8b81c9b0306df38050c0,"2014-04-20 08:00",a7dca88c5d0a9534236b665a9e3a6437,NULL,15.0,NULL,40.0,NULL,1.0,NULL,36.0,NULL,NULL,NULL,NULL,NULL,NULL,57.0
00053914935da8c889df6fbde66e8b00,"2015-12-27 01:00",ba7f31782be562abdf821fea745dd72f,65.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
00053ef9f2e8def3daeea4e9a8cde225,"2015-01-29 07:00",5b5717c1026dd43fe5d3b8c0e437196f,96.0,26.2,NULL,60.1,NULL,1.4,NULL,2.0,NULL,NULL,NULL,NULL,78.3,NULL,71.4
0005417e49a2638c462327beb5f19d29,"2015-07-07 05:00",d30e39bb81e7908b1b5b4ce6ebe657ab,90.0,10.0,NULL,49.0,NULL,1.7,NULL,37.0,NULL,NULL,NULL,84.0,74.0,NULL,66.0
00054312f5e5d175a82581fbccdf5588,"2015-04-08 04:00",8bf1fe3a9b23b6f2df223a63d2edc6ff,128.0,6.0,5.0,53.0,29.0,0.7,0.4,38.0,122.0,71.0,112.0,0.0,56.0,97.0,35.0
000545db579dbb74e19482ee1c1d2b0d,"2014-07-11 04:00",6a058b5c7ce4771d4387a029381ab55b,111.0,4.2,NULL,95.1,NULL,1.1,NULL,3.6,NULL,NULL,NULL,NULL,NULL,NULL,83.5
000548e41c5da44bc4880dd5246f4f84,"2013-12-18 09:00",9714170e764eb6812410330304d93f56,66.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0,45.0,NULL,48.0
00054a632dcd40f64a3988f087a03839,"2014-03-06 12:00",ea5670fea5cf6016724692ab185eb112,99.0,27.0,NULL,33.0,NULL,0.453,NULL,62.0,NULL,41.625,NULL,147.0,NULL,73.0,NULL
00054c9a90a133464c43b44538bed07b,"2014-12-20 13:00",a05ad44423024651b37dc56ae237aa60,51.0,21.0,31.0,15.0,32.0,0.691,1.317,42.0,42.0,26.0,34.0,52.0,76.0,21.0,38.0
0005532a348ae9ed468f2225bc3da257,"2015-02-11 09:00",bfc9970e9804e2a5bef8bf8e043e3215,180.0,138.0,90.0,72.0,73.0,5.074,3.054,12.0,45.0,9.0,33.0,211.0,214.0,136.0,154.0
00055997eb1eb216842fc7999db43a30,"2015-04-23 16:00",f632f95d2d4e98a688b96c52f4d382ca,106.0,4.0,13.0,22.0,61.0,0.4,0.783,145.0,169.0,76.0,162.0,161.0,137.0,37.0,65.0
00055b915baebda2afcf3050f9a32429,"2014-12-19 21:00",a05ad44423024651b37dc56ae237aa60,73.0,38.0,99.0,52.0,64.0,1.039,4.068,18.0,42.0,30.0,30.0,95.0,226.0,36.0,138.0
00055c5f2aa9d443c056cfca2c4d6a2a,"2015-12-19 02:00",eae8eac7447ece15f06a9f96b48332f6,235.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
00056efd8c072834e20b3b813ed6f8ea,"2015-02-09 19:00",3f38a2c02555af5cbf64ec172664a777,111.0,52.8,NULL,120.6,NULL,1.9,NULL,31.8,NULL,NULL,NULL,165.2,107.7,NULL,83.8
00056f57fcb063f138be79de57b84e56,"2015-02-05 10:00",b12557c5f8c2ec9ea1cef67c908c6bdb,98.0,52.0,49.0,37.0,35.0,1.527,1.339,35.0,96.0,28.0,84.0,146.0,102.0,58.0,39.0
000570a14f2f53f9d771cd67f5ba7d55,"2013-12-03 00:00",abed0bb2b3384167a59955fb5e8a9aa7,500.0,234.0,NULL,164.0,NULL,4.513,NULL,3.0,NULL,3.875,NULL,803.0,NULL,437.0,NULL
00057179d27b37f5e5fd50544c556b82,"2015-10-04 04:00",ad2ef8ed6b7af8fddd7ad16bcbc351ab,15.0,2.0,NULL,12.0,NULL,0.4,NULL,46.0,NULL,NULL,NULL,NULL,NULL,NULL,3.0
000575725c5d5198f25dd7952fd4cd16,"2016-01-05 11:00",65a3087afb4f8c4cb0619ce73972add1,70.0,30.0,13.0,24.0,19.0,0.834,0.837,46.0,78.0,24.0,76.0,89.0,49.0,43.0,24.0
000584dea214b6cacf9b37337fef8dfa,"2014-02-27 20:00",e340662f5c5b9f8ab78c43f2ab6b821c,56.0,15.0,NULL,65.0,NULL,1.089,NULL,22.0,NULL,24.75,NULL,61.0,NULL,21.0,NULL
00058b071e08705dbdf66f150a401cc3,"2015-01-10 21:00",c3946785513dbe524d7e166b1f3ae1b7,163.0,192.0,182.0,139.0,127.0,3.94,5.346,1.0,44.0,22.0,26.0,185.0,318.0,124.0,214.0
00058bb3aab160d2a3c1ae83e74cd876,"2015-05-24 10:00",7fa14d49280d4e8c71f0c64a130d7b26,134.0,10.4,NULL,51.4,NULL,1.3,NULL,123.6,NULL,NULL,NULL,186.3,134.2,NULL,101.6
00058fde2615e0da1a4e93b1bc91e31e,"2015-08-22 21:00",698021aef2993f71189e2f161a19fc61,91.0,44.0,69.0,51.0,81.0,0.939,1.576,107.0,236.0,165.0,190.0,131.0,230.0,37.0,101.0
0005959dee41b2ecf626c3ec2081ecf0,"2015-05-07 11:00",1b519ba13e08483e3bc23d82dd5992cf,87.0,34.0,44.0,50.0,66.0,1.46,2.131,85.0,107.0,39.0,94.0,111.0,122.0,64.0,53.0
00059657482b561801bc163a0adf8265,"2015-09-05 18:00",bf975a66ccf34deeb828c9f5dd8e7492,27.0,2.0,2.0,20.0,19.0,0.73,0.697,86.0,98.0,82.0,94.0,21.0,25.0,13.0,11.0
000596e217778772db1e8a4da33de171,"2013-08-08 17:00",9960febe64e45395c3577a69146c5328,78.0,86.0,NULL,49.0,NULL,4.571,NULL,145.0,NULL,94.625,NULL,107.0,NULL,37.0,NULL
0005a15dd5241b5e6e446769f50f8e7d,"2015-07-06 19:00",e8e4969f2d998cc49138a6e30321757f,73.0,27.0,57.0,36.0,51.0,1.368,1.983,106.0,185.0,162.0,167.0,76.0,104.0,53.0,77.0
0005a29744392af015d9a975ef71e709,"2015-05-26 16:00",5b5717c1026dd43fe5d3b8c0e437196f,160.0,23.5,NULL,96.6,NULL,0.8,NULL,173.4,NULL,NULL,NULL,136.1,173.0,NULL,121.6
0005aed4600df8a981bc42e252dd890a,"2013-02-05 03:00",a05ad44423024651b37dc56ae237aa60,94.0,63.0,NULL,74.0,NULL,3.228,NULL,108.0,NULL,50.875,NULL,47.0,NULL,27.0,NULL
0005b2e688cff050ffc611a7a8388c8b,"2016-02-05 06:00",295730e547a3ff0be6f8876bf74f3dbc,39.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
0005b3bec6fde2c723c396867bb680d7,"2015-03-28 10:00",7965d2956f6ddbec828d93a5164cd351,144.0,3.2,NULL,5.2,NULL,0.2,NULL,87.2,NULL,NULL,NULL,458.6,207.7,NULL,110.0
0005b6082794c4c1b747f9d3cb061660,"2016-02-13 02:00",02e6d5b2847a0a95661de7e0331ccb72,19.0,32.0,10.0,24.0,59.0,0.3,2.071,25.0,49.0,32.0,32.0,NULL,NULL,13.0,120.0
0005c11011a6cdf1a94861086b5060df,"2015-09-22 16:00",abed0bb2b3384167a59955fb5e8a9aa7,150.0,62.0,63.0,69.0,59.0,1.739,1.188,81.0,209.0,55.0,173.0,156.0,182.0,115.0,115.0
0005c8b3a0e014ddae4e3b5754e2ccde,"2013-02-16 04:00",317bdf24d26c105617d9491c93d36b82,59.0,31.0,NULL,53.0,NULL,2.5,NULL,65.0,NULL,67.0,NULL,0.0,NULL,66.0,NULL
0005ccec70472bb6c0b986af5fead70b,"2015-05-15 18:00",4975843d80e33b02130ad30dd2e9520d,53.0,2.0,2.0,14.0,7.0,0.3,0.238,135.0,142.0,119.0,126.0,56.0,31.0,18.0,13.0
0005cf1a2dd74cdb51fa106c7916aefc,"2016-02-25 02:00",f0eb8107a0daad1a18654477d53d2372,39.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
0005d314db2fe8ec7c99d01af6aeb9db,"2015-08-13 10:00",0c1c4e9fbb070a008e72459003b0f89b,188.0,17.0,13.0,18.0,27.0,1.138,1.085,97.0,140.0,53.0,127.0,147.0,114.0,141.0,95.0
0005d70bb593bac52d779bb5372a29e0,"2015-05-20 04:00",a2fedaa87ebd1d14586112480f4f49f8,42.0,8.0,4.0,35.0,12.0,0.64,0.518,6.0,102.0,37.0,97.0,42.0,50.0,29.0,19.0
0005ea951cb56786eee79d4cca4c6b20,"2015-12-11 04:00",ea5670fea5cf6016724692ab185eb112,128.0,29.0,56.0,58.0,98.0,1.495,4.213,21.0,35.0,30.0,30.0,106.0,331.0,97.0,264.0
0005f8b30a1be968d9f30b9c3932fc65,"2015-01-18 06:00",08c6448051f48b969df649a99d7cd19a,108.0,33.9,NULL,70.5,NULL,2.4,NULL,9.1,NULL,NULL,NULL,NULL,NULL,NULL,81.3
0006065a94fab4b2a6b62d0a8d37e20e,"2014-10-27 03:00",c08449f22b23f43d90ac1be9c99a3da4,72.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.3
000606b991369ae11cea8f37abe37911,"2015-10-07 11:00",0f8bcfb9c27fe275dc276c3b65ce96e3,170.0,19.0,18.0,93.0,58.0,1.751,1.519,23.0,208.0,17.0,183.0,201.0,210.0,129.0,135.0
000614d65d285372f7435dbaa0ea78c0,"2013-08-15 18:00",e8e4969f2d998cc49138a6e30321757f,0.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,0.0,NULL,0.0,NULL
000619323028f34915ae7b1b654564e9,"2016-01-19 03:00",7810d61aa576a6b531e6caaab6a15437,85.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
00061d62d5d099310958c6327eef107e,"2016-03-09 01:00",c59c24c1b27cf6490a8f7d358980c528,59.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,0.0,0.0
00061d7f59b8ab3baac2b815eb2241ba,"2014-01-21 17:00",8bf1fe3a9b23b6f2df223a63d2edc6ff,88.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.0,NULL,81.0,NULL,65.0,NULL
0006274e45eb831cc056e7ebc9c11d9f,"2016-01-27 04:00",49f2a935349facca5b4dbf7f848a0bf6,178.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
00062aecc58e57c42bcd871a322de6a4,"2014-11-28 07:00",9b7c79eec4adf28f4599dd2eba6d05bc,99.0,36.0,15.0,86.0,57.0,2.4,0.818,3.0,71.0,17.0,57.0,138.0,68.0,74.0,32.0
00062c0290e7d219ce2d1a47ffeb6d25,"2014-11-18 13:00",536b3cd90f3a4a25e240a13cd36f23f2,63.0,40.9,NULL,58.0,NULL,1.2,NULL,27.1,NULL,NULL,NULL,75.1,75.3,NULL,35.6
000631848c97d85a26d9db3a1b83f92b,"2013-12-21 06:00",6dfebe862fb7d5b8cd38432d1409bc0c,163.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124.0
0006321f4b4b3a10b52188bb2855c09a,"2015-10-22 00:00",7127ca83c9b6c999942291bb1d716df6,84.0,33.0,40.0,57.0,55.0,1.322,1.9,2.0,31.0,3.0,24.0,117.0,86.0,40.0,44.0
000635b4aeba2992fd9fc903edf50970,"2015-06-24 17:00",0c1c4e9fbb070a008e72459003b0f89b,54.0,7.0,7.0,10.0,11.0,0.649,0.823,136.0,154.0,137.0,150.0,54.0,96.0,38.0,72.0
00063d5e29788124069a1ee7eb7ea4ca,"2016-03-17 15:00",64acef7f060f97ba28fa95a71e4b6cb9,0.0,59.0,NULL,39.0,NULL,2.1,NULL,133.0,NULL,NULL,NULL,158.0,176.944444444444,137.0,158.88
00063db3e439dea37908bb8873450952,"2014-11-21 09:00",afd5e8d370fa82c2d0c3fb22fe9e5829,291.0,18.8,NULL,108.8,NULL,3.7,NULL,9.1,NULL,NULL,NULL,292.1,320.4,NULL,240.5
000641de687f963674bdd495fdfff198,"2016-02-02 16:00",16050940a9a160a54b070e6f0f85fe4e,25.0,40.0,94.0,38.0,73.0,0.491,1.548,66.0,79.0,52.0,72.0,25.0,92.0,9.0,46.0
00064553ef133732fdc6d40868e1a040,"2015-01-11 14:00",86dd9344a69002fb674b64e6e2c6bc59,32.0,48.0,42.0,33.0,22.0,0.579,0.403,56.0,83.0,46.0,75.0,32.0,43.0,19.0,21.0
00064a73161134a0df51a0906e9a77e4,"2013-11-17 04:00",739361cdd7e47e0aa2cd224597156af2,51.0,0.0,NULL,0.0,NULL,0.541,NULL,23.0,NULL,45.125,NULL,45.0,NULL,36.0,NULL
000658d39b6862fde73bfae85cfe6db3,"2016-03-01 19:00",fbaab0c5b62d02cebcda287b5979d335,232.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,0.0,0.0
00065904d4278fc87b817aadb736cf36,"2016-02-01 19:00",789ce8d257302702579cd231d69c558f,91.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,0.0
00067af0fac9cf4eaef3d3d57e640667,"2014-11-03 06:00",536b3cd90f3a4a25e240a13cd36f23f2,37.0,6.3,NULL,54.3,NULL,1.0,NULL,2.0,NULL,NULL,NULL,32.1,36.6,NULL,8.8
00067b91b49a80a191954396f88e31bb,"2015-12-14 14:00",386e1767983cf0da327d7a11b7644294,48.0,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
00067e96c875dd19a921ed1c83dbf918,"2016-02-29 21:00",7207375a257b4188772d495cc5d04888,74.0,0.047,NULL,0.079,NULL,1.774,NULL,0.015,NULL,0.06,NULL,0.079,0.046,NULL,0.024
000682a96384c037ea662af9574ae84f,"2015-10-09 05:00",abed0bb2b3384167a59955fb5e8a9aa7,42.0,25.0,12.0,35.0,37.0,0.259,0.261,37.0,60.0,14.0,56.0,42.0,50.0,13.0,12.0
000684a501a9d82677a38b1ad99b77d5,"2013-11-20 08:00",4b3d64db14b9b3da3e00ca4ca28c44c5,44.0,15.0,NULL,39.0,NULL,1.0,NULL,0.0,NULL,0.0,NULL,36.0,NULL,31.0,NULL
000694ce4a2ebc15b71fa07ec6e46b18,"2016-01-12 05:00",611fa7b97c942182efaa469c15fb8bd3,17.0,14.0,20.0,11.0,26.0,1.14,1.02,51.0,55.0,33.0,51.0,17.0,34.0,7.0,19.0
0006970057290c63ae067746fcea2514,"2015-12-02 01:00",7127ca83c9b6c999942291bb1d716df6,202.0,44.0,61.0,87.0,85.0,3.469,3.681,5.0,9.0,5.0,6.0,261.0,209.0,152.0,147.0
0006989e88a5c121b47f9c7a8ce623f3,"2013-02-22 14:00",0c1c4e9fbb070a008e72459003b0f89b,413.0,33.0,NULL,30.0,NULL,0.734,NULL,103.0,NULL,102.125,NULL,261.0,NULL,106.0,NULL
0006a2dfeaa57908a7ae27acfe4e9a9d,"2014-02-24 10:00",154bdaab03a06a4165babb425ab9961f,275.0,113.0,NULL,74.0,NULL,3.07,NULL,1.0,NULL,28.875,NULL,340.0,NULL,225.0,NULL
0006a4bd3f1e44aad688c8a6b47200c4,"2016-01-11 08:00",9714170e764eb6812410330304d93f56,54.0,7.0,NULL,17.0,NULL,0.4,NULL,41.0,NULL,48.0,NULL,15.0,51.0,NULL,38.0
